;;;Europa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Àfrica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Amèrica ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Àsia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oceania;;;;;;;;;;;;;
2;10. Sant Antoni;38.184;5;260;13;17;30;8;36;7;46;7;13;10;4;30.529;2;10;409;29;29;19;42;1;992;1;0;7;0;0;1;2;0;1;9;75;55;159;254;124;112;12;54;13;14;57;3;0;15;2;1;1;0;3;0;0;1;0;6;0;1;0;5;3;7;0;0;2;0;11;0;0;7;183;0;0;1;0;0;3;0;1;0;0;18;1;1;0;1;0;0;0;0;9;0;0;0;0;0;12;119;124;0;0;10;60;0;20;0;5;0;74;1;12;11;135;0;0;0;164;203;194;201;103;138;0;61;174;43;156;2;3;1;0;198;0;20;0;601;0;158;8;15;0;13;48;3;4;0;0;0;8;2;0;0;0;58;0;466;0;3;5;0;0;10;1;0;22;6;3;728;12;10;2;0;0;;;;;;;;;;
3;11. el Poble Sec - Parc Montjuïc;40.055;6;251;1;18;28;7;59;2;49;17;9;13;4;28.354;3;16;523;66;57;35;47;3;1.151;6;1;12;1;3;1;14;0;1;11;57;108;126;325;213;112;4;77;27;19;72;3;0;91;1;0;1;0;3;1;1;3;0;1;0;1;1;4;7;17;2;3;2;0;0;0;0;6;721;0;2;2;0;1;17;0;0;1;0;23;0;1;3;3;0;0;1;0;10;0;2;0;0;0;20;111;100;0;0;14;50;3;61;0;10;0;146;1;6;1;473;0;0;1;177;249;212;249;124;215;0;77;147;29;126;1;2;3;1;206;0;7;0;1.113;0;741;3;7;0;12;28;7;5;2;0;0;4;0;0;0;0;149;0;1.810;0;0;1;1;0;4;0;2;27;4;2;454;1;11;1;0;0;;;;;;;;;;
3;12. la Marina del Prat Vermell - Zona Franca;1.143;0;0;0;0;0;0;1;0;1;0;0;0;0;1.056;0;0;1;5;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;6;3;6;0;8;1;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;;;;;;;;;;
3;13. la Marina de Port;30.385;3;23;0;14;3;17;2;0;89;2;3;3;0;26.391;0;1;54;29;4;14;5;0;147;4;0;3;1;1;0;7;0;0;1;14;49;40;27;177;73;2;8;5;5;67;0;0;46;0;0;1;0;3;0;0;1;0;0;0;0;0;3;2;20;0;8;2;0;0;0;0;8;325;0;0;1;0;0;10;0;0;0;0;18;0;0;0;2;0;0;2;0;4;0;0;0;0;0;5;11;24;0;0;0;44;0;17;0;2;1;186;0;13;2;118;0;0;0;74;76;68;150;35;230;0;43;222;20;49;0;0;4;0;37;0;11;0;358;0;114;0;1;0;2;6;0;5;0;0;0;0;0;0;0;0;5;0;261;0;0;6;0;0;4;0;0;4;0;0;432;1;0;0;0;0;;;;;;;;;;
3;14. la Font de la Guatlla;10.302;7;41;1;13;0;7;10;0;16;1;2;1;1;8.415;2;1;88;40;9;9;7;1;211;5;0;5;0;1;0;7;0;0;4;13;31;39;39;58;68;1;11;6;4;31;0;1;11;0;0;2;0;0;1;0;0;0;2;0;0;0;0;0;2;2;0;1;1;0;0;0;3;75;0;0;0;0;0;5;0;0;0;0;13;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;18;23;0;0;0;18;1;6;0;0;0;14;0;7;5;27;0;0;0;40;42;73;78;32;49;0;33;63;13;32;1;0;0;0;3;0;4;0;21;0;49;0;4;0;1;2;2;2;0;0;0;5;0;0;0;0;8;0;120;0;2;0;0;0;3;0;0;6;0;0;167;0;0;0;0;0;;;;;;;;;;
3;15. Hostafrancs;15.889;14;61;4;12;6;3;12;0;33;0;2;7;0;12.585;2;13;150;50;8;6;10;0;309;5;0;3;2;6;0;9;0;0;1;20;35;44;58;102;79;2;17;8;3;23;0;0;19;0;0;0;0;1;0;0;1;0;10;0;2;0;3;0;5;0;3;0;0;0;0;0;1;180;0;0;0;0;0;9;0;0;0;0;9;0;0;0;1;0;0;0;0;2;0;0;0;0;0;5;35;31;0;0;11;18;0;6;0;6;0;41;0;5;8;75;0;0;0;48;155;72;106;45;130;0;49;108;17;45;0;0;1;0;17;0;12;0;95;0;165;1;1;2;7;11;2;3;0;0;0;2;0;0;0;0;27;0;298;0;0;1;0;0;2;0;0;4;0;0;264;0;6;2;0;0;;;;;;;;;;
3;16. la Bordeta;18.512;14;37;2;6;1;5;7;0;20;1;1;1;1;16.204;0;1;83;47;4;5;3;0;174;0;0;4;1;2;0;5;0;0;1;10;16;17;33;76;34;3;9;3;3;48;2;0;13;0;0;0;0;3;0;0;2;0;4;0;8;0;0;2;4;0;4;0;0;2;0;0;0;174;0;1;0;0;0;3;0;0;0;0;13;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;18;28;0;0;2;34;1;6;0;3;0;56;0;5;3;65;0;0;0;40;127;53;90;19;88;0;56;87;19;35;6;4;0;0;8;0;0;0;41;0;131;1;4;0;2;7;3;0;0;0;0;5;0;0;0;0;4;0;114;0;0;5;0;0;0;0;0;2;1;0;213;2;1;0;0;0;;;;;;;;;;
3;17. Sants - Badal;23.906;6;44;4;16;3;5;16;0;10;2;1;6;0;20.018;0;5;126;75;9;5;11;2;178;4;0;5;0;0;0;3;0;0;5;25;32;40;51;171;60;4;7;3;4;59;0;0;46;0;0;0;0;20;2;0;0;0;3;0;1;0;0;0;17;0;8;0;1;0;0;0;9;169;0;1;1;0;0;3;0;0;0;0;3;0;0;0;1;0;0;0;0;3;0;0;0;0;0;11;20;41;0;0;6;35;1;37;0;8;0;105;0;12;5;217;0;0;0;66;346;71;152;36;203;0;131;189;26;67;0;5;1;0;10;0;6;0;84;0;77;0;2;0;1;11;0;3;0;0;0;0;0;0;0;0;21;0;252;0;1;9;0;0;1;7;0;7;0;6;311;3;0;0;0;0;;;;;;;;;;
3;18. Sants;40.785;11;125;6;12;13;8;27;2;43;2;6;12;2;34.230;0;11;292;72;26;11;19;0;569;8;0;5;0;1;0;16;0;0;2;46;58;88;118;213;104;9;37;19;13;102;0;0;32;0;2;2;1;8;0;2;4;0;2;0;4;0;4;21;22;0;4;3;0;0;1;0;8;318;1;2;0;0;0;10;1;0;0;0;27;0;0;0;0;1;0;0;0;5;0;0;0;0;0;4;59;108;0;0;7;60;1;27;0;17;2;121;0;12;6;182;0;0;0;134;440;147;220;70;284;0;124;295;31;144;5;0;0;0;35;0;14;0;111;0;209;1;8;1;14;36;0;3;1;0;0;1;1;0;2;0;41;0;414;0;0;18;0;0;5;0;0;12;0;0;520;5;9;1;0;0;;;;;;;;;;
4;19. les Corts;45.932;3;143;15;9;13;4;43;2;42;5;7;10;2;41.186;7;5;243;18;15;8;14;0;495;6;0;8;0;6;2;27;0;1;9;32;52;115;95;150;132;7;26;14;21;60;2;0;30;1;0;1;0;1;0;1;1;0;7;0;4;0;2;7;7;1;2;0;0;6;0;0;2;102;0;2;0;0;0;6;0;0;0;0;11;0;0;0;0;0;0;1;1;7;0;0;0;1;0;11;83;105;0;0;15;40;1;9;0;14;0;72;2;10;6;72;0;0;0;93;130;156;184;59;129;0;56;154;26;119;0;4;12;0;14;0;54;0;32;0;46;2;35;1;9;183;2;13;0;0;0;7;0;0;2;0;6;2;128;0;3;10;1;0;14;0;0;20;1;7;508;6;5;1;0;0;;;;;;;;;;
4;20. la Maternitat i Sant Ramon;23.848;5;52;7;12;5;1;6;0;15;1;5;4;0;21.370;0;1;118;24;13;5;5;0;227;3;0;2;0;0;0;8;0;0;0;15;28;38;40;57;70;4;7;3;4;47;1;0;12;0;0;0;0;2;0;0;0;0;3;0;0;0;0;0;11;0;4;0;0;0;1;0;0;92;0;0;0;0;0;1;0;0;0;0;3;0;0;0;1;0;0;1;0;6;0;0;0;0;0;3;24;95;0;0;4;33;1;14;0;6;0;34;0;2;9;87;0;0;0;73;91;85;147;32;80;0;70;129;23;89;0;0;5;0;3;0;8;0;22;0;42;2;20;0;3;39;2;4;0;0;0;4;3;0;0;0;13;0;27;0;3;7;0;0;2;0;0;5;2;2;158;0;1;0;0;0;;;;;;;;;;
4;21. Pedralbes;11.862;1;91;11;7;12;2;16;0;29;0;3;2;0;10.024;0;0;380;7;2;15;2;0;185;1;1;2;0;0;0;1;0;0;6;19;2;36;77;28;126;2;12;17;3;36;0;0;19;0;0;0;0;1;0;0;1;0;6;0;0;0;0;1;3;1;1;1;0;0;1;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;14;31;35;0;0;3;3;0;16;0;0;0;7;0;2;1;7;0;0;0;44;42;29;35;9;8;0;21;30;6;21;0;2;0;0;0;0;39;0;32;0;7;1;25;0;3;61;1;7;0;0;0;13;0;0;0;0;1;0;16;0;0;1;0;0;1;0;0;10;0;2;40;2;4;0;0;0;;;;;;;;;;
5;22. Vallvidrera, el Tibidabo i les Planes;4.632;0;50;2;12;5;3;13;0;4;0;6;1;0;4.022;1;3;82;3;3;5;3;0;88;0;0;1;0;0;0;0;0;0;6;35;6;9;51;15;36;0;13;5;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;18;7;0;0;0;3;0;1;0;0;0;3;0;0;0;0;0;0;0;13;7;2;7;13;11;1;10;6;6;7;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;3;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;;;;;;;;;;
5;23. Sarrià;24.799;2;123;27;3;12;10;24;1;43;8;12;3;6;21.876;6;5;603;11;15;9;16;0;413;5;0;7;1;2;0;0;0;1;6;49;24;51;140;30;91;6;21;15;8;45;0;0;19;0;0;1;0;2;0;1;0;0;7;0;0;0;0;2;2;0;0;1;0;0;0;0;0;39;2;0;0;0;0;5;1;0;0;0;8;0;0;0;5;2;0;0;0;0;0;0;0;0;0;16;135;44;0;0;1;14;0;2;0;4;2;19;0;13;0;11;0;0;0;30;49;35;58;17;14;0;37;35;3;26;0;5;0;0;0;0;15;0;32;1;19;4;9;0;3;143;7;5;0;1;0;7;1;0;0;0;0;0;26;0;3;10;0;0;2;3;0;8;0;0;93;7;1;2;0;0;;;;;;;;;;
5;24. les Tres Torres;16.473;0;83;17;0;5;2;22;0;16;1;2;1;0;15.044;0;4;153;6;0;5;5;8;154;1;0;2;0;0;0;1;0;0;0;36;9;32;47;7;41;7;11;31;2;8;0;0;4;1;0;0;0;2;0;0;0;0;4;0;1;0;0;0;1;0;0;0;0;0;1;0;2;26;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;115;27;0;0;1;8;0;7;0;1;0;19;0;3;0;5;0;0;1;31;35;28;28;15;18;0;24;30;7;34;0;0;0;0;0;0;7;0;37;0;14;3;5;0;7;88;0;2;1;1;0;4;0;0;0;0;1;0;5;0;1;2;0;0;2;0;0;4;0;0;32;2;3;3;0;0;;;;;;;;;;
5;25. Sant Gervasi - la Bonanova;25.665;3;126;15;12;12;1;29;2;9;5;5;2;1;22.968;2;8;230;17;5;1;9;0;293;4;0;7;1;1;1;2;1;1;11;44;25;49;84;57;136;3;13;36;9;36;2;0;15;0;0;1;0;4;0;0;1;0;18;0;0;0;1;3;3;0;3;3;0;0;0;0;0;70;0;0;3;0;0;9;0;0;0;0;10;0;0;0;2;0;0;0;0;2;0;0;0;0;0;12;88;61;0;0;5;12;0;8;0;2;1;39;0;10;7;8;0;0;0;68;86;59;84;31;51;0;42;75;8;59;0;7;5;0;22;0;5;0;58;0;30;0;7;0;5;26;2;13;4;0;0;1;0;0;0;0;3;0;53;0;1;4;0;0;3;0;1;11;0;0;152;5;2;3;0;0;;;;;;;;;;
5;26. Sant Gervasi - Galvany;47.089;6;263;20;2;24;16;45;7;29;7;30;6;8;41.838;0;19;523;21;27;13;20;7;688;2;0;11;0;2;0;5;0;4;18;99;33;113;195;76;190;18;60;70;7;57;0;0;13;1;1;0;0;5;0;1;1;0;30;1;0;0;0;0;0;0;1;4;0;27;1;0;0;87;2;0;0;0;0;6;0;0;1;0;8;0;0;0;6;1;0;0;1;1;0;0;0;1;0;24;267;115;0;0;8;33;1;41;0;7;0;68;0;21;6;41;0;0;0;88;138;109;137;85;68;0;94;106;23;115;0;7;2;0;0;0;28;1;145;0;46;6;24;5;73;60;7;19;2;2;0;11;4;0;0;0;2;1;74;0;2;4;0;0;1;0;0;18;2;3;151;6;6;3;0;0;;;;;;;;;;
5;27. el Putxet i el Farró;29.368;0;163;15;2;14;5;28;2;20;5;14;6;4;25.695;5;13;314;4;13;12;18;0;573;9;0;7;2;4;1;7;0;2;11;50;45;102;145;76;106;5;29;33;11;37;1;0;12;1;0;2;0;3;0;0;1;0;22;0;0;0;8;12;6;1;3;1;0;7;0;0;1;81;0;0;0;0;1;4;0;0;0;0;11;0;0;1;2;0;0;0;1;1;0;0;0;1;0;16;98;77;0;0;14;25;0;21;0;3;1;36;1;13;3;25;0;0;0;101;71;79;105;69;53;0;87;105;20;136;2;0;0;0;2;0;11;0;19;2;35;0;16;0;9;47;0;7;1;0;0;10;1;0;0;0;1;0;48;0;1;3;0;0;12;0;0;19;2;2;157;4;6;1;0;0;;;;;;;;;;
6;28. Vallcarca i els Penitents;15.591;1;83;4;11;11;4;21;0;13;1;2;1;1;13.630;4;6;120;5;9;11;8;7;231;2;0;4;0;0;0;0;0;1;7;33;28;50;89;56;81;10;16;5;8;55;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;3;1;0;0;0;0;3;0;0;1;51;0;0;0;0;0;2;0;0;0;0;3;0;0;0;2;0;0;0;0;5;0;0;0;0;0;12;30;36;0;0;5;21;1;2;0;0;0;23;0;3;1;23;0;0;0;53;57;39;57;43;43;0;53;65;11;64;0;0;3;0;0;0;3;0;10;0;38;0;5;0;1;13;1;1;0;0;0;0;0;0;0;0;0;0;76;0;0;1;0;0;0;0;0;5;1;0;78;1;4;4;0;0;;;;;;;;;;
6;29. el Coll;7.391;7;35;0;0;0;0;15;0;3;0;1;0;0;6.375;0;1;60;2;4;3;6;0;99;2;0;0;0;0;0;0;0;0;1;6;26;21;44;58;42;2;4;6;4;19;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;1;0;0;0;0;0;0;56;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;11;13;0;0;0;7;0;6;0;1;0;57;0;6;0;7;0;0;0;41;48;23;28;15;23;0;29;28;4;38;0;1;0;0;0;0;0;0;8;0;18;1;2;0;4;6;0;0;0;0;0;1;0;0;0;0;1;0;28;0;0;6;0;0;1;1;0;2;0;0;5;0;1;0;0;0;;;;;;;;;;
6;30. la Salut;13.118;1;61;1;3;3;1;9;0;1;2;1;0;2;11.547;0;3;97;10;11;5;3;5;267;4;0;2;0;5;0;1;0;0;3;19;24;40;52;50;33;7;14;5;4;18;0;0;17;1;1;2;0;0;0;0;1;1;8;0;0;0;0;1;4;0;0;0;0;0;0;0;1;75;1;1;0;0;0;1;0;0;0;0;9;0;1;0;3;0;0;0;0;2;0;0;0;0;0;3;33;38;0;0;3;11;0;7;0;1;0;27;0;4;3;17;0;1;0;38;31;24;59;25;32;0;18;32;19;43;2;3;0;0;4;0;4;0;10;0;25;0;6;0;4;9;0;2;4;0;0;1;1;0;1;0;0;0;24;0;0;10;0;0;2;0;0;4;4;0;79;1;4;0;0;1;;;;;;;;;;
6;31. la Vila de Gràcia;50.584;5;441;15;12;50;12;100;1;56;9;29;16;11;40.995;10;36;815;21;71;35;68;20;1.667;9;2;24;3;3;1;5;0;1;16;145;103;235;500;158;121;18;88;66;25;63;8;1;34;0;0;1;0;5;0;1;1;0;13;1;1;1;5;3;11;0;1;0;0;3;0;0;1;239;1;2;2;0;1;15;0;0;0;0;26;0;2;0;3;0;0;1;2;8;1;0;0;1;0;51;313;233;0;0;17;59;0;43;0;22;0;79;0;21;8;63;0;0;0;259;183;255;232;170;120;0;107;216;63;211;4;1;7;0;39;0;54;0;72;0;257;1;15;5;46;50;16;17;2;0;0;43;8;1;2;1;54;0;198;0;2;31;0;0;5;3;0;37;0;4;361;13;30;4;0;0;;;;;;;;;;
6;32. el Camp d'en Grassot i Gràcia Nova;34.234;3;129;8;47;17;9;30;1;29;7;13;10;4;29.930;4;13;298;44;33;17;25;9;646;3;1;10;0;0;0;10;0;0;11;48;54;104;146;79;86;18;43;17;9;53;2;0;7;1;2;1;0;4;1;0;0;0;9;0;0;0;6;0;3;0;3;1;1;0;0;0;1;99;0;0;0;0;0;4;0;0;0;0;8;0;0;0;6;0;0;1;0;2;0;0;0;0;0;10;67;102;0;0;9;33;0;13;0;7;0;57;0;13;3;42;0;0;0;104;135;96;146;73;108;0;19;118;31;93;0;0;1;0;12;0;9;0;20;2;124;2;6;1;10;27;2;1;0;0;0;4;0;0;0;0;89;0;65;0;0;18;0;0;4;0;0;18;1;0;337;13;8;1;0;0;;;;;;;;;;
